Word,Total Occurrences,doc6.txt,doc5.txt,doc4.txt,doc1.txt,doc3.txt,doc2.txt
neighbor.,1,,,,,,
unified,2,,,,,,
Douglass,1,,,,,,
lucrative,1,,,,,,
separated,1,,,,,,
fugitive,1,,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq.",,,,
with,102,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come.","I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you. | What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work. | In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
looks,1,,,,,,
stands,1,,,,,,
"victory,",1,,,,,,
responsibilityfor,1,,,,,,
Goldenberg,1,,,,,,
leadership.,2,,,,,,
Side,1,,,,,,
must.,1,,,,,,
treated,1,,,,,,
Indiana,1,,,,,,
deferred.,1,,,,,,
America,19,,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq. | As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.",,,,
deter,1,"But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.","“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq. | I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.","The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds.",,,
wellhe,1,,,,,,
"limb,",1,,,,,,
effort.,2,,,,,,
missing,1,,,,,,
player,1,,,,,,
beyond,1,,,,,,
"Finally,",3,,,,,,
shaky,1,,,,,,
stream.,1,,,,,,
Clarifying,1,,,,,,
facilities.,1,,,,,,
kidnapped,1,,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq.",,,,
President.,2,,,,,,
effectively,6,"With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come?",,,,,
point.,2,,,,,,
destruction.,1,,,,,,
solving,2,,,,,,
all,62,"With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come? | But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.",,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.","And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you. | What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.","Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances. | And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.","It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
bribes,1,,,,,,
century:,1,,,,,,
binds,1,,,,,,
ideas,7,,,,,,
sent,2,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come.",,,,,
objectives,3,,,,,,
They,15,,,,,,
history.,4,,,,,,
briefly,2,,,,,,
peace.,3,,,,,,
broken.,1,,,,,,
proposed,1,,,,,,
downtown,1,,,,,,
diploma.,1,,,,,,
institutionslike,1,,,,,,
shores.,1,,,,,,
preventing,1,,,,,,
today.,10,,,,,,
Michigan,1,,,,,,
convince,1,,,,,,
experience,3,,,,,,
spirit,1,,,,,,
uncertain,1,,,,,,
affecting,1,,,,,,
timely,1,,,,,,
"independence,",3,,,,,,
capital,3,,,,,,
"harm,",1,,"I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",,,,
"lead,",3,,,,,,
stay,1,,,,,,
increasing,2,,,,,,
"bribes,",1,,,,,,
options,2,,,,,,
deck,1,,,,,,
signs,1,,,,,,
accessible,2,,,,,,
effective;,1,,,,,,
career,2,,,,,,
perfect,3,,,,,,
economies,1,,,,,,
"of,",1,,,,,,
militias;,1,,,,,,
solution.,3,,,,,,
year?,1,,,,,,
problem.,4,,,,,,
safe;,1,,,,,,
Prime,1,,,,,,
transparency,1,,,,,,
picket,1,,,,,,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
"did,",2,,,,,,
held,3,,,,,,
ladders,1,,,,,,
McCain.,3,,,,,,
whole.,1,,,,,,
tighten,1,,,,,,
narcotrafficking,1,,,,,,
"Washington,",5,,,,,,
ruthless,1,,"I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",,,,
win,6,,,,,,
allocated,1,,,,,,
government.,3,,,,,,
"press,",1,,,,,,
soldier,1,,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq.",,,,
recognition,2,,,,,,
tempting,1,,,,,,
story.,2,,,,,,
arsenal,1,,,,,,
"coffins,",1,,,,,,
taken,3,,,,,,
slave,1,,,,,,
"Branch,",1,,,,,,
fix,4,,,,,,
forced,1,,,,,,
"memory,",1,,,,,,
domestic,1,,,,,,
"Rather,",1,,,,,,
ability,4,,,,,,
challenge,1,,,,,,
Amtrak,1,,,,,,
"Angeles,",1,,,,,,
acceptable,2,,,,,,
societies,1,,,,,,
never,13,,,,,,
His,1,,,,,,
common,8,,,,,,
enough.,4,,,,,,
"great,",1,,,,,,
special,4,,,,,,
brings,1,,,,,,
mortal.,1,,,,,,
homework;,1,,,,,,
"posterity,",1,,,,,,
"Democrats,",2,,,,,,
"planet,",1,,,,,,
voters.,1,,,,,,
children,10,,,,,,
stop.,2,,,,,,
"ones,",1,,,,,,
"again,",1,,,,,,
engagement,1,,,,,,
sure,2,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",,,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
Well,3,,,,,,
exist.,1,,,,,,
fealty,1,,,,,,
probably,1,,,,,,
"Clinton,",1,,,,,,
future.,5,,,,,,
Right,2,,,,,,
weeks,3,,,,,,
He,11,,,,,,
consequences.,1,,"I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",,,,
press,1,,,,,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.",
Rights,3,,,,,,
intensifies,1,,,,,,
mission,3,,,,,,
mine.,1,,,,,,
threats.,2,,,,,,
check.,1,,,,,,
fill.,1,,,,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.",,
oldest,1,,,,,,
occasions,1,,,,,,
science,2,,,,,,
presidents,1,,,,,,
"her,",1,,,,,,
greata,1,,,,,,
"is,",3,,,,,,
"today,",4,,,,,,
investments,1,,,,,,
churches,2,,,,,,
sake,1,,,,,,
ensured,1,,,,,,
half,1,,,,,,
"fails,",1,,,,,,
Afghanistan.,3,,,,,,
billions,4,,,,,,
"middlemanagement,",1,,,,,,
food,1,,,,,,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
bracing,1,,,,,,
whats,6,,,,,,
barber,1,,,,,,
send,5,,,,,,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
responsibility,5,,,,,,
mothers,1,,,,,,
Change,3,,,,,,
distracted,5,,,,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",,
wage,1,,,,,,
"things,",1,,,,,,
pursue,2,,,,,,
ground,2,,,,,,
eight.,1,,,,,,
"responsibly,",1,,,,,,
have,125,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict. | Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.","We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
crying,1,,,,,,
"decency,",1,,,,,,
improbable,1,,,,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.",,
less.,1,,,,,,
dismantled.,1,,,,,,
reducing,2,,,,,,
Ted,1,,,,,,
addressed,1,,,,,,
three,8,,,,,,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
banana,1,,,,,,
High,1,,,,,,
problems.,1,,,,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",,
sweep,1,,,,,,
load,1,,,,,,
care.,1,,,,,,
numbers,1,,,,,,
firsthand,1,,,,,,
resign,1,,,,,,
Lexington,1,,,,,,
from,82,,,"The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds.",,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.",
longer,8,,,,,,
debts,1,,,,,,
under,10,,,,,,
loved,2,,,,,,
forgot,1,,,,,,
yearsand,1,,,,,,
mortgage;,1,,,,,,
forth,1,,,,,,
communities,1,,,,,,
much,5,,,,,,
girl,1,,,,,,
adding,2,,,,,,
demonstrate,1,,,,,,
buried,1,,,,,,
brutal,1,,,,,,
stop,5,,,,"What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.",,
themselves.,1,,,,,,
"irony,",1,,,,,,
maintained,1,,,,,,
"village,",1,,,,,,
fallen,1,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",,,
"lawyer,",1,,,,,,
choices.,1,,,,,,
sometimes,4,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",,,
"diplomacy,",1,,,,,,
"feeling,",1,,,,,,
graft,1,,,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",,,
Mama.,1,,,,,,
bills,2,,,,,,
crippling,2,,,,,,
disbanding,1,,,,,,
profound,1,,,,,,
sick,4,,,,,,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
us.,4,,,,,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.",
spell,1,,,,,,
leverage,1,,,,,,
trust,2,,,,,,
priorities.,1,,,,,,
carried,1,,,,,,
on,125,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come. | With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come? | But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.","“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq. | I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences. | As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.","But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict. | The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds. | Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.","I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill. | And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you. | What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.","I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus. | Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances. | And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.","We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work. | In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships. | It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
"had,",2,,,,,,
"care,",4,,,,,,
whiners.,2,,,,,,
manwhy,1,,,,,,
"there,",1,,,,,,
buildings,1,,,,,,
leak,1,,,,,,
does,7,"But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.",,,,,
front,1,"With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come?",,,,,
heroes.,1,,,,,,
fresh,1,,,,,,
"Yet,",1,,,,,,
"weapons,",3,,,,,,
throw,1,,,,,,
strength.,1,,,,,,
nonproliferation,2,,,,,,
reaction,1,,"As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.",,,,
party.,1,,,,,,
Administration,2,,,,,,
wife.,1,,,,,,
sites,1,,,,,,
postcolonial,1,,,,,,
other.,1,,,,,,
2008.,1,,,,,,
halls,1,,,,,,
destruction,2,,"I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",,,,
That,15,,,,,,
place.,1,,,,,,
whistleblowers,1,,,,,,
ahead.,3,,,,,,
visits,1,,,,,,
outside,1,,,,,,
done.,2,,,,,,
waitress,1,,,,,,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
corporate,1,,,,,,
suffering,2,,,,,,
reclaiming,1,,,,,,
engaged,3,,,,,,
greatest,5,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come.",,,,,
immigrants.,1,,,,,,
difficult,4,,,,,,
units;,1,,,,,,
escalating,1,,,,,,
stabilize,2,,,,,,
reading,1,,,,,,
You,14,,,,,,
amount,2,,,,,,
increased,1,,,,,,
say:,2,,,,,,
"keep,",1,,,,,,
finance,1,,,,,,
sights.,1,,,,,,
teahouse,1,,,,,,
recommendationwhich,1,,,,,,
direction,2,,,,,,
zealous,1,,,,,,
discovered,4,,,,,,
"sister,",1,,,,,,
chapter,1,,,,,,
fears.,1,,,,,,
79,1,,,,,,
at,52,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come. | With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come? | But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.","“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq. | I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences. | As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.","But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict. | The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds. | Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.","I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill. | And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you. | What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.","I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus. | Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances. | And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.","We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work. | In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships. | It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
strong.,2,,,,,,
"why,",1,,,,,,
decent,2,,,,,,
"friend,",1,,,,,,
ballots;,1,,,,,,
area:,1,,,,,,
enhanced,1,,,,,,
Kenya.,4,,,,,,
collard,1,,,,,,
"forces,",3,,,,,,
easiest,1,,,,,,
"apartment,",1,,,,,,
yearn,1,,,,,,
visits.,1,,,,,,
Pipeline,1,,,,,,
"then,",2,,,,,,
"hard,",1,,,,,,
everywhere,2,,,,,,
Last,1,,,,,,
president,1,,,,,,
exhaustion,1,,,,,,
awakened,1,,,,,,
receive,2,,,,,,
hearts,1,,,,,,
rubble,1,,,,,,
Power,1,,,,,,
growth.,1,,,,,,
actors,1,,,,,,
encourage,1,,,,,,
"culture,",1,,,,,,
joban,1,,,,,,
undercuts,1,,,,,,
cry.,1,,,,,,
“Mission,1,,,,,,
magical,1,,,,,,
levees...,1,,,,,,
audacityto,1,,,,,,
organized,1,,,,,,
